Date,Result,Name,Institute
2021-07-17,38,Yash Mehta,IISc
2021-07-31,DNF,Mayank Agarwal,IISER Berhampur
2021-07-31,36,Santhosh S,IISER Berhampur
2021-07-31,38,Siddhikant Mishra,IISER Kolkata
2021-07-31,30,Yash Mehta,IISc
2021-08-07,32,Santhosh S,IISER Berhampur
2021-08-21,35,Santhosh S,IISER Berhampur
2021-08-21,42,Siddhikant Mishra,IISER Kolkata
2022-02-19,34,Santhosh S,IISER Berhampur
2022-02-19,52,Abhiram M,IISc
2022-02-19,DNF,Siddhikant Mishra,IISER Kolkata
2022-07-30,50,Abhiram M,IISc
