Date,Result,Name,Institute
2022-05-14,26.22,Aiyan Rashid,-
2022-05-14,36.59,Advait Pai,IISc
2022-05-14,50.89,H Cubist,-
2022-05-14,54.77,Samay Saini,-
2022-05-14,64.84,Achyutan M,IISER Berhampur
