Date,Result,Name,Institute
2022-04-09,3.29,Saseeth Srilok Majeti,-
2022-04-09,3.41,Advait Pai,IISc
2022-04-09,3.59,Vaidik Prasal,IISER Pune
2022-04-09,3.73,Satyam Panchal,Ramjas College
2022-04-09,4.79,Achyutan M,IISER Berhampur
2022-04-09,7.85,Aiyan Rashid,-
2022-04-09,10.09,Abhiram M,IISc
