Date,Result,Name,Institute
2023-05-29,98.25,Yash Jakhmola,IISER Kolkata
2023-05-29,101.96,Vaidik Prasal,IISER Pune
2023-05-29,106.12,Aaryan Shah,IISER Bhopal
2023-05-29,116.08,Advait Pai,IISc
2023-05-29,121.55,Satyam Panchal,Ramjas College
2023-05-29,136.49,Srijan Sarkar,-
2023-05-29,138.3,Tanmaay Jena,IISER Pune
2023-05-29,146.79,Paida Srivishnu,-
2023-05-29,157.64,Amoghavarsha A V,IISER Pune
2023-05-29,181.17,Abhiram M,IISc
2023-05-29,181.27,Mayank Agarwal,IISER Berhampur
